roman_urdu,urdu
jo apnay garoor walai baat ki ha bhai us ko pehlay be opar define kar chukay hain kay jeetna kuch nai hota consistant rehna issue ha,جو آپ نے غرور والی بات کی ہے بھائی اس کو پہلے بھی اوپر ڈیفائن کر چکے ہیں کہ جیتنا کچھ نہیں ہوتا کنسسٹینٹ رہنا ایشو ہے
tabhi wo ayse decisions laitay hain jin k result haar ke sorat main samnay aatay hain,تب ہی وہ ایسے ڈسیشنز لیتے ہیں جن کے رزلٹ ہار کی صورت میں سامنے آتے ہیں
Shayad kisi gusay ki waja say. Ya apnay apko manwanay ki fikar ki waja say.,شاید کسی غصے کی وجہ سے۔ یا اپنے آپ کو منوانے کی فکر کی وجہ سے
"apne under emandaree peda kren, education improve kren, ensaf aur aman laen, nek kam to koee karna nahee",اپنے اندر ایمانداری پیدا کریں، ایجوکیشن امپروو کریں، انصاف اور امن لائیں، نیک کام تو کوئی کرنا نہیں
Yaar yeh baat galat hai ... Jese he Pakistan match haarta hai sab log match fixing aur janay kese kese ilzaam lagatay hein,یار یہ بات غلط ہے۔۔۔ جیسے ہی پاکستان میچ ہارتا ہے سب لوگ میچ فکسنگ اور جانے کیسے کیسے الزام لگاتے ہیں
aik tu jazbati choti choti batoon per ho jatey hein loog,ایک تو جزباتی چھوٹی چھوٹی باتوں پر ہو جاتے ہیں لوگ
Aenda ke liye apne aap ko behtar tareeqe se tayyar kerna chahy,آئندہ کے لئے اپنے آپ کو بہتر طریقے سے تیار کرنا چاہئے
koi trick btao. free net active krne k liye.,کوئی ٹریک بتاﺅ۔ فری نیٹ ایکٹیو کرنے کے لئے
china ke mobile main kaisai zong free internet karain gai,چائنا کے موبائل میں کیسے زونگ فری انٹرنیٹ کریں گی
agar apke pas acha mobile ha jisme bluetooth ya data cable conection ha to pehle data cable lagai mobile me,اگر آپ کے پاس اچھا موبائل ہے جس میں بلوٹوتھ یا ڈیٹا کیبل کنیکشن ہے تو پھر ڈیٹا کیبل لگائیں موبائل میں
jab deadline khatm ho ge to wapis ja sakta ha same packge per,جب ڈیڈ لائن ختم ہو گئی تو واپس جا سکتا ہے سیم پیکج پر
muje koi bta sakta h k UFONE ka internet packege kon sa sab se acha h,مجھے کوئی بتا سکتا ہے کہ یوفون کا انٹرنیٹ پیکج کون سا سب سے اچھا ہے
"men pechle 2 saal se mobile internet use kr raha hon, kisi ke speed ache nai he. sub ko try kia. mujhe dsl ke tarha ke speed ke zarorat he. jitne bhe pyse lagte hon, koi fikar nai",میں پہلے دو سال سے موبائل انٹرنیٹ یوز کر رہا ہوں، کسی کی اسپیڈ اچھی نہیں ہے۔ سب کو ٹرائی کیا۔ مجھے ڈی ایس ایل کی طرح کی اسپیڈ کی ضرورت ہے۔ جتنے بھی پیسے لگتے ہوں، کوئی فکر نہیں
Insaan ka apnay Dushman se inteqaam ka sub say acha tariqa ye he k,انسان کا اپنے دشمن سے انتقام کا سب سے اچھا طریقہ ہے کہ
Kisi ne HAZRAT ALI R.A se poocha: Dost aur bhai main kya farq hai?,کسی نے حضرت علیؓ سے پوچھا: دوست اور بھائی میں کیا فرق ہے؟
Us aadmi ne kaha: Aap ne bhai ko kam qeemat aur dost ko qeemti kaha,اس آدمی نے کہا: آپ نے بھائی کو کم قیمت اور دوست کو قیمتی کہا
To aap ne farmaya: Sone main agar darar aa jaye to us ko pighla kar,تو آپ نے فرمایا: سونے میں اگر دراڑ آ جائے تو اس کو پگھلا کر
aa jai to wo kabhi bhi pehlay jaisa nahi ban sakta.,آ جائے تو وہ کبھی بھی پہلے جیسا نہیں بن سکتا
Jab Tum dunya ki Muflisi se tang aa jao aur Rizaq ka koi rasta na niklay to Sadqa day ker Allah se tajaarat kiya kero.,جب تم دنیا کی مفلسی سے تنگ آجاﺅ اور رزق کا کوئی راستہ نہ نکلے تو صدقہ دے کر اللہ سے تجارت کیا کرو
"Tabeyat ki Narmi aur Sakhawat, insan ko Dushmnon k dilon main b Mehboob bana deti hai",طبیعت کی نرمی اور سخاوت، انسان کو دشمن کے دلوں میں بھی محبوب بنا دیتی ہے
"Naakaam ho, Aur us se bhi Ziyada Kamzor Wo he Jo Haath aae huwe",ناکام ہو، اور اس سے بھی زیادہ کمزور وہ ہے جو ہاتھ آئے ہوئے
"Tum acha karo aur zamana bura samjhay , yeh tumharay haq mai behter hai bajaye is k tum bura karo aur zamana tum ko acha samjhay.",تم اچھا کرو اور زمانہ برا سمجھے، یہ تمہارے حق میں بہتر ہے بجائے اس کے تم برا کرو اور زمانہ تم کو اچھا سمجھے
Jub tum dunya ki muflisi se tung aajao aur rizq ka koi rasta na niklay Tu sadqa de ker ALLAH se tijarat karo.,جب تم دنیا کی مفلسی سے تنگ آجاﺅ اور رزق کا کوئی راستہ نہ نکلے تو صدقہ دے کر اللہ سے تجارت کیا کرو
Barish ka Qatra Seepi or Sanp dono kay Munah mein girta hai Jab keh Sanp ussay Zehar bana deta hai aur Seep Usay Moti.,بارش کا قطرہ سیپی اور سانپ دونوں کے منہ میں گرتا ہے جب کہ سانپ اسے زہر بنا دیتا ہے اور سیپ اسے موتی
"Jo tumhain khushi mein yad aaiy, samjho tum us se muhabbat kartey ho or jo tumhain gham mein yad aaiy to samjho woh tum se muhabbat kerta hay",جو تمہیں خوشی میں یاد آئے، سمجھو تم اس سے محبت کرتے ہو اور جو تمہیں غم میں یاد آئے تو سمجھو وہ تم سے محبت کرتا ہے
Mere paas 1 billi thi.,میرے پاس 1 بلی تھی
Aur mein usay khana dey deta tha.,اور میں اسے کھانا دے دیتا تھا
Tumhain us din par rona chaheye jo tum nai neki k baghair guzar dia.,تمہیں اس دن پر رونا چاہئے جو تم نے نیکی کے بغیر گزار دیا
"Apne ilm pe amal na karna, nimatun pe shukr na karna or gunahu se tauba na karne se bhalai ka darwaza band hujata he.",اپنے علم پر عمل نہ کرنا، نعمتوں پے شکر نہ کرنا اور گناہوں سے توبہ نہ کرنے سے بھلائی کا دروازہ بند ہوجاتا ہے
"Momin Woh nahi Jis ki Mehfil Pak ho, balkeh Momin Woh ha Jis ki Tanhai Pak ho.",مومن وہ نہیں جس کی محفل پاک ہو، بلکہ مومن وہ ہے جس کی تنہائی پاک ہو
"Wo Shaksh Kis Tarha Takabur Kar Sakta Hai, Jo Mitti Se Bana Ho, Mitti Me Milne Wala Ho.",وہ شخص کس طرح تکبر کر سکتا ہے، جو مٹی سے بنا ہو، مٹی میں ملنے والا ہو
"Me ne Zindgi ki sb se bri sachaai Qabristaan k bahir likhi dekhi. Manzil To Meri Yahi Thi, Bas Zindgi Guzar Gai Yahan aatay aatay",میں نے زندگی کی سب سے بڑی سچائی قبرستان کے باہر لکھی دیکھی۔ منزل تو میری یہی تھی، بس زندگی گزر گئی یہاں آتے آتے
Kbhi b kamyabi ko dimagh me or nakami ko Dil me Jaga na dena,کبھی بھی کامیابی کو دماغ میں اور ناکامی کو دل میں جگہ نہ دینا
Wo Log kisi k Nhi hoty Jo Dost or Rishty ko Libas ki tarha badlty hain,وہ لوگ کسی کے نہیں ہوتے جو دوست اور رشتے کو لباس کی طرح بدلتے ہیں
Dolat Mitti ki tarhan hy aur mitti ko pair k niche rehna chahyay. Agar Sir pe charhao gay to Qabar Ban jaiy gi Aur Qabar zinda Insano k liye Nhe hoti.,دولت مٹی کی طرح ہے اور مٹی کو پیر کے نیچے رہنا چاہئے۔ اگر سر پے چڑھاﺅ گے تو قبر بن جائے گی اور قبر زندہ انسانوں کے لئے نہیں ہوتی
Dunya ka jo maal ab tumhary hath mein hay tum se pehly bhi us kay maalik ho guzry hein aur tumhary baad yehi maal kisi aur maalik kay paas chala jany wala hay.,دنیا کا جو مال اب تمہارے ہاتھ میں ہے تم سے پہلے بھی اس کے مالک ہو گزرے ہیں اور تمہارے بعد یہی مال کسی اور مالک کے پاس چلا جانے والا ہے
"Apna to kisi Tour katt jaye ga ye Din, Tum jis se milo aaj us ko Eid Mubarak",اپنا تو کسی طور کٹ جائے گا یہ دن، تم جس سے ملو آج اس کو عید مبارک
"Aap na hotay to hum kho gaye hotay,",آپ نہ ہوتے تو ہم کھو گئے ہوتے
"Halki si dhoop barsat k baad, thori si khushi her baat k baad, Isi tarah mubarak ho aap ko, Jashan-e-azadi 1 din k baad",ہلکی سی دھوپ برسات کے بعد، تھوڑی سی خوشی ہر بات کے بعد، اسی طرح مبارک ہو آپ کو، جشن آزادی ایک دن کے بعد
Aaj main aap se apne dil ki bat kahna chahti hun han wohi 3 words jo aap sunna chahen han wohi 3 alfaz jo aap k dil ko chu len,آج میں آپ سے اپنے دل کی بات کہنا چاہتی ہوں یہاں وہی 3 ورڈز جو آپ سننا چاہیں ہیں وہی 3 الفاظ جو آپ کے دل کو چھو لیں
"Jab tum kisi Insaan ki tabiat Parakhna chahete ho to us se Mashwara lo. Yaqinan tum us k Mashware se uska Insaf, Zulm or Badi sab jaan jaoge",جب تم کسی انسان کی طبیعت پرکھنا چاہتے ہو تو اس سے مشورہ لو۔ یقیناً تم اس کے مشورے سے اس کا انصاف، ظلم اور بدی سب جان جاﺅ گے
Jo duniya ki khidmat karta hai duniya usay apna khadim bana leti hai,جو دنیا کی خدمت کرتا ہے دنیا اسے اپنا خادم بنا لیتی ہے
Sab se bada aib ye hai k tum un baton ko doosro'n k liye aib qaraar do jo tum mein khud maujood ho,سب سے بڑا عیب یہ ہے کہ تم ان باتوں کو دوسروں کے لئے عیب قرار دو جو تم میں خود موجود ہو
Acchi baat to sabko acchi lagti hai jb tumhe kisi ki buri baat bhi buri na lage to samaj lena tumhe usse MOHABBAT hai.,اچھی بات تو سب کو اچھی لگتی ہے جب تمہیں کسی کی بری بات بھی بری نہ لگے تو سمجھ لینا تمہیں اس سے محبت ہے
Izzat dil me honi chahiye lafzon me nahi. Narazgi lafzon me honi chahiye dil me nahi.,عزت دل میں ہونی چاہئے لفظوں میں نہیں۔ ناراضگی لفظوں میں ہونی چاہئے دل میں نہیں
Aanswon ko juzb karna sekho,آنسوؤں کو جذب کرنا سیکھو
"Ansoo her khushi or ghum mein insaan ka saath detein hein, Ansoo bahane se dil ka boejh halka hota hai",آنسو ہر خوشی اور غم میں انسان کے ساتھ دیتے ہیں، آنسو بہنے سے دل کا بوجھ ہلکا ہوتا ہے
"Agar Insan aik Pencil Ban Kar Kisi Ki KhushiYan Nahi Likh Sakte,",اگر انسان ایک پینسل بن کر کسی کی خوشیاں نہیں لکھ سکتے
ap ka apna wohi hay jo ap ki borai ap kay munh per ker dayta hay na kay woh jo ap ke joohti treef karay,آپ کا اپنا وہی ہے جو آپ کی برائی آپ کے منہ پر کر دیتا ہے نہ کہ وہ جو آپ کی جھوٹی تعریف کرے
Duniya ka sb se Romantic mulk kon sa hy?,دنیا کا سب سے رومینٹک ملک کون سا ہے؟
"Khuda Kray K Meri Arz E Pak Pe Utray - Wo Fasl E Gul, Jisay Andaisha E Zawal Na Ho.",خدا کرے کہ میری ارض پاک پے اترے۔ وہ فصل گل، جسے اندیشہ زوال نہ ہو
Pakistan Tujhe Salaam - Roushan Rahey Tera Kalaam,پاکستان تجھے سلام۔ روشن رہے تیرا کلام
Ya rab mere soye hue dost ko jaga de - Bister hai uska naram to pathar ka bana de,یا رب میرے سوئے ہوئے دوست کو جگا دے۔ بستر ہے اس کا نرم تو پتھر کا بنا دے
Yani Har 5 Mint Light istimal karen Aur 55 Mint Tak Bijli ki Shandar Bachat Hasil karen woh Bhi Bilkul Free,یعنی ہر 5 منٹ لائٹ استعمال کریں اور 55 منٹ تک بجلی کی شاندار بچت حاصل کریں وہ بھی بالکل فری
Main Nahi JantA K Main apko Q SmS BhaijtA RehtA Hon,میں نہیں جانتا کہ آپ کو کیوں ایس ایم ایس بھیجتا رہتا ہوں
"Zindagi me her dum hastey raho, Hasna zindagi ki zarorut hai",زندگی میں ہر دم ہنستے رہو، ہنسنا زندگی کی ضرورت ہے
ap ki harkaton ne to khandaan ki izzat par daagh laga diya.,آپ کی حرکتوں نے تو خاندان کی عزت پر داغ لگا دیا
"Qudrat ne hamare mulk ko khobsurat, wasee, oonche oonche pahari silsilon aur chotiyon se nawaza hai. Jin ka shumar duniya ke buland tareen paharhon mien kiya jata hai.",قدرت نے ہمارے ملک کو خوبصورت، وسیع، اونچے اونچے پہاڑی سلسلوں اور چوٹیوں سے نوازا ہے۔ جن کا شمار دنیا کے بلند ترین پہاڑوں میں کیا جاتا ہے
Bohat ziyada bulandi ki wajah se oxygen ki kami ho jati hai. Jo oper charhne walon ki mushkilaat mien izafa kar deti hai.,بہت زیادہ بلندی کی وجہ سے آکسیجن کی کمی ہو جاتی ہے۔ جو اوپر چڑھنے والوں کی مشکلات میں اضافہ کر دیتی ہے
Is ki falak bos imarten sayyahon ki dilchaspi ka baiys hain. Shehar ki aabadi 2 crore se tajawuz kar chuki hai.,اس کی فلک بوس عمارتیں سیاحوں کی دلچسپی کا باعث ہیں۔ شہر کی آبادی 2 کروڑ سے تجاوز کر چکی ہے
Lahore ko Pakistan ka dil bhi kehte hain,لاہور کو پاکستان کا دل بھی کہتے ہیں
Conference ke doran ye tajwiz manzor kar li gai aur is tarah khawateen ka almi din wajod mein agaya.,کانفرنس کے دوران یہ تجویز منظور کر لی گئی اور اس طرح خواتین کا عالمی دن وجود میں آگیا
Un ki khuwahish rahi ke apni zindagi mein Urdu College ki bunyad rakh den magar qudrat ko ye manzor na tha,ان کی خواہش تہی کہ اپنی زندگی میں اردو کالج کی بنیاد رکھ دیں مگر قدرت کو یہ منظور نہ تھا
App ki pehli shadi Englistan janay say pehlay 1892 mein hoye thi lakin app kay qiyame Eglistan kay doran hi inn ka intiqal hogaya.,آپ کی پہلی شادی انگلستان جانے سے پہلے 1892 میں ہوئی تھی لیکن آپ کے قیام انگلستان کے دوران ہی ان کا انتقال ہوگیا
Chand nazmon aur ghazlon ki islah ke bad Dagh Dehalvi ne ye likh deya ke ap ko mazid islah ki zarorat nahi hai.,چند نظموں اور غزلوں کی اصلاح کے بعد داغ دہلوی نے یہ لکھ دیا کہ آپ کو مزید اصلاح کی ضرورت نہیں ہے
Qudrat ney app ko char beton aur do betion sey nawaza.,قدرت نے آپ کو چار بیٹوں اور دو بیٹیوں سے نوازا
Yeh wo waqt tha ke Pakistan mein ziyada log in ke naam se aashna nahi the.,یہ وہ وقت تھا کہ پاکستان میں زیادہ لوگ ان کے نام سے آشنا نہیں تھے
Is zaban mein wo bayan kiya hai jis ki is se qabal nazir nahi milti.,اس زبان میں وہ بیان کیا ہے جس کی اس سے قبل نظیر نہیں ملتی
Padosi k sath Achcha Suluk kro Pakke Momin Ban Jawoge. Apne liye Jo Pasand krte ho Dusraun k liye Bhi Pasand kro Kamil Muslim ban jawoge,پڑوسی کے ساتھ اچھا سلوک کرو پکے مومن بن جاﺅ گے۔ اپنے لئے جو پسند کرتے ہو دوسروں کے لئے بھی پسند کرو کامل بن جاﺅ گے
"Munafiq ki 3 nishaniyan hain, jab baat kare to jhut bole, jab wada kare to toud de, jab is ke pas amanat rakhe to khayanat kare",منافق کی 3 نشانیاں ہیں، جب بات کرے تو جھوٹ بولے، جب وعدہ کرے تو توڑ دے، جب اس کے پاس امانت رکھیں تو خیانت کرے
Logon par ek aisa zamana aega jab koi es baat ki parwah na karega ke us ne jo mal hasil kiya hai halal hai ya haraam,لوگوں پر ایک ایسا زمانہ آئے گا جب کوئی اس بات کی پروا نہ کرے گا کہ اس نے جو مال حاصل کیا ہے حلال ہے یا حرام
Yateem aur Ghulam ki Tum log apni Aulad ki tarah khatir karo aur unko wo khana khilao jo tum khate ho,یتیم اور غلام کی تم لوگ اپنی اولاد کی طرح خاطر کرو اور ان کو وہ کھانا کھلاﺅ جو تم کھاتے ہو
"Fuzul kharchi karne wale shaitan ke bhai hain, aur shaitan apne rab ka bahut na-shukra hai",فضول خرچی کرنے والے شیطان کے بھائی ہیں، اور شیطان اپنے رب کا بہت ناشکرا ہے
Sadqa gunahon ko is tarah khatam kar daita hai jis tarah pani aag ko buja daiti hai,صدقہ گناہوں کو اس طرح ختم کر دیتا ہے جس طرح پانی آگ کو بھجا دیتا ہے
yeh saare ka saara mechanic ke fault hai company se bike best settings se set hokar nikalte hai,یہ سارے کا سارا مکینک کا فالٹ ہے کمپنی سے بائیک بیسٹ سیٹنگ سے سیٹ ہو کر نکلتی ہے
bike wash karte waqat koshish karke meter ya headlight ki jo wiring hai us par kam water use karo,بائیک واش کرتے وقت کوشش کرکے میٹر یا ہیڈ لایٹ کی جو وائیرنگ ہے اس پر کم واٹر یوز کرو
wapas aanay k baad camera jahan rakha tha abhi tak wahan he para hey,واپس آنے کے بعد کیمرا جہاں رکھا تھا ابھی تک وہاں ہی پڑا ہے
isee baat ka to dukh hy. yeh time kuch ziada hona chahye tha,اسی بات کا تو دکھ ہے۔ یہ ٹائم کچھ زیادہ ہونا چاہئے تھا
aur mazy ki baat yeh hai k hum 3 dost sirf aik hi bike per they,اور مزے کی بات یہ ہے کہ ہم 3 دوست صرف ایک ہی بائیک پر تھے
mein uske pass gaya usne ek ko sahe kardiya jo kharaab tha par doosra jo sahe tha woh kharaab kardiya yeh jab mein fitting karaake ghar aaya toh pata chala,میں اس کے پاس گیا اس نے ایک کو صحیح کردیا جو خراب تھا پر دوسرا جو صحیح تھا وہ خراب کردیا یہ جب میں فٹنگ کرا کے گھر آیا تو پتا چلا
laikin meri aik shart hai or wo ye k agar aap jeetey to aap mujhe dinner karwaein gey or agar main jeeta to main aap se dinner loon ga kya aap ko manzoor hai,لیکن میری ایک شرط ہے اور وہ یہ کہ اگر آپ جیتے تو آپ مجھے ڈنر کروائیں گے اور اگر میں جیتا تو میں آپ سے ڈنر لوں گا کیا آپ کو منظور ہے
meri dono bikes aap ki hain bhai jan jo aap ko chahiye jab marzi le jaein,میری دونوں بائیکس آپ کی ہیں بھائی جان جو آپ کو چاہیے جب مرضی لے جائیں
kya bachon ki tarah sab roz aik naya comment kar detay hain.,کیا بچوں کی طرح سب روز ایک نیا کمنٹ کر دیتے ہیں
yeh pehli baar hai k mein kisi forum par comment kar rha hoon. sirf iss wajah se k kesay sab log apney paisay phasa kar bethay hain aur haath par haath rakha hai,یہ پہلی بار ہے کہ میری کسی فورم پر کمنٹ کر رہا ہوں۔ صرف اس وجہ سے کہ کیسے سب لوگ اپنے پیسے پھنسا کر بیٹھے ہیں اور ہاتھ پر ہاتھ رکھا ہے
Main jab yeh legwaney gya tha tou mechanic ne puri chaan been ker ke mujh se poocha tha ke kitney ka liya ha,میں جب یہ لگوانے گیا تھا تو مکینک نے پوری چھان بین کر کے مجھ سے پوچھا تھا کہ کتنے کا لیا ہے
dost samjhay kahin aap ne mere mutalik kaha,دوست سمجھے کہیں آپ نے میرے متعلق کہا
ab muhjay aj market jana hia chacha k sath aur market janay k liye mere pas bike b nahi hai,اب مجھے آج مارکیٹ جانا ہے چچا کے ساتھ اور مارکیٹ جانے کے لئے میرے پاس بائیک بھی نہیں ہے
sabse pehli baat to yeh ke bhai aapne acha kia ke dil khol kar apni saari baatein share kein aur sabko is kabil samjha ke wo kuch mashwara de sakein,سب سے پہلی بات تو یہ کہ بھائی آپ نے اچھا کیا کہ دل کھول کر اپنی ساری باتیں شیئر کیں اور سب کو اس قابل سمجھا کہ وہ کچھ مشورہ دے سکیں
koi aisa jo aap may say kisi nay azmaya hua ho aur bahut he acha kaam karta ho,کوئی ایسا جو آپ میں سے کسی نے آزمایا ہوا ہو اور بہت ہی اچھا کام کرتا ہو
acha aap ke jawab se aiik confirmation ho gai,اچھا آپ کے جواب سے ایک کنفرمیشن ہوگئی
MashAllah ye hui na creativity. zabardast,ماشاءاللہ یہ ہوئی نا کریٹیویٹی۔ زبردست
Abhi 1234 pai text kar k har number k liye alg Ufone message set karein,ابھی 1234 پے ٹیکسٹ کر کے ہر نمبر کے لیے الگ Ufone میسج سیٹ کریں
"message dekha kya tumne, usne toh kal raat hi bhej diya tha",میسج دیکھا کیا تم نے، اس نے تو کل رات ہی بھیج دیا تھا
"yaar message kyun nahi kiya abhi tak, main wait kar raha hun",یار میسج کیوں نہیں کیا ابھی تک، میں ویٹ کر رہا ہوں
group mein message bheja tha maine lekin kisi ne jawab nahi diya,گروپ میں میسج بھیجا تھا میں نے لیکن کسی نے جواب نہیں دیا
jo message aaya hai use pehle padh lo phir jawab dena,جو میسج آیا ہے اسے پہلے پڑھ لو پھر جواب دینا
jab main driving kar raha hota hun to messages nahi dekh sakta,جب میں ڈرائیونگ کر رہا ہوتا ہوں تو میسجز نہیں دیکھ سکتا
"usne message read kiya lekin reply nahi kiya, yeh buri baat hai",اس نے میسج ریڈ کیا لیکن ریپلائی نہیں کیا، یہ بری بات ہے
subah uthke pehle kaam ka message check karna bura lagta hai,صبح اٹھ کے پہلے کام کا میسج چیک کرنا برا لگتا ہے
messages ka jawab dena zaroori hai warna log bura maan jaate hain,میسجز کا جواب دینا ضروری ہے ورنہ لوگ برا مان جاتے ہیں
"agar rozana exercise karo to sehat theek rehti hai, yeh sach hai",اگر روزانہ ایکسرسائز کرو تو صحت ٹھیک رہتی ہے، یہ سچ ہے
usne gym join ki hai aur ab roz exercise karta hai subah shaam,اس نے جم جوائن کی ہے اور اب روز ایکسرسائز کرتا ہے صبح شام
exercise karne ke baad protein lena zaroori hota hai muscles ke liye,ایکسرسائز کرنے کے بعد پروٹین لینا ضروری ہوتا ہے مسلز کے لیے
main pichle hafte se exercise shuru karna chahta hun lekin time nahi milta,میں پچھلے ہفتے سے ایکسرسائز شروع کرنا چاہتا ہوں لیکن ٹائم نہیں ملتا
doctor ne kaha hai ke exercise ke bina weight kam nahi hoga,ڈاکٹر نے کہا ہے کہ ایکسرسائز کے بنا وزن کم نہیں ہو گا
yeh app exercise ka schedule track karti hai aur reminder bhi deti hai,یہ ایپ ایکسرسائز کا شیڈول ٹریک کرتی ہے اور ریمائنڈر بھی دیتی ہے
sirf 20 minute ki exercise bhi bahut kaam aati hai din mein,صرف 20 منٹ کی ایکسرسائز بھی بہت کام آتی ہے دن میں
exam se ek hafte pehle padhna shuru kiya to kuch nahi hota waqt pe,امتحان سے ایک ہفتے پہلے پڑھنا شروع کیا تو کچھ نہیں ہوتا وقت پہ
"kal ka exam bahut mushkil tha, lagta hai paper nahi diya acche se",کل کا امتحان بہت مشکل تھا، لگتا ہے پیپر نہیں دیا اچھے سے
exam mein acha karna hai to pehle se taiyari karni padti hai,امتحان میں اچھا کرنا ہے تو پہلے سے تیاری کرنی پڑتی ہے
usne exam ke liye raat bhar padha lekin paper mein dimagh hi band ho gaya,اس نے امتحان کے لیے رات بھر پڑھا لیکن پیپر میں دماغ ہی بند ہو گیا
is baar exam mein better karna hai kyunke last time bahut bura hua tha,اس بار امتحان میں بیٹر کرنا ہے کیونکہ لاسٹ ٹائم بہت برا ہوا تھا
"exams ke time pe neend nahi aati, dimagh chalta rehta hai raat ko",امتحانات کے وقت نیند نہیں آتی، دماغ چلتا رہتا ہے رات کو
"exam ka result aane tak chain nahi milta, bahut tension rehti hai",امتحان کا رزلٹ آنے تک چین نہیں ملتا، بہت ٹینشن رہتی ہے
"kal exam hai aur abhi tak koi taiyari nahi ki, ab kya hoga",کل امتحان ہے اور ابھی تک کوئی تیاری نہیں کی، اب کیا ہو گا
"galti se important message delete ho gaya, ab recover kaise hoga",غلطی سے اہم میسج ڈیلیٹ ہو گیا، اب ریکور کیسے ہو گا
"woh photos delete mat karo, kuch yaadein hain unke saath",وہ فوٹوز ڈیلیٹ مت کرو، کچھ یادیں ہیں ان کے ساتھ
purani files delete kar do warna phone ki storage bhar jaayegi,پرانی فائلیں ڈیلیٹ کر دو ورنہ فون کی اسٹوریج بھر جائے گی
"usne apna account delete kar diya, ab contact kaise karein usse",اس نے اپنا اکاؤنٹ ڈیلیٹ کر دیا، اب کانٹیکٹ کیسے کریں اس سے
"yeh app delete karke dobara install karo, shayad theek ho jaaye",یہ ایپ ڈیلیٹ کر کے دوبارہ انسٹال کرو، شاید ٹھیک ہو جائے
"bina soche samjhe kuch delete mat karo, baad mein pachtaaoge",بنا سوچے سمجھے کچھ ڈیلیٹ مت کرو، بعد میں پچھتاؤ گے
"wo conversation delete ho gayi, ab evidence kaise dikhaunga main",وہ کنورسیشن ڈیلیٹ ہو گئی، اب ایویڈینس کیسے دکھاؤں گا میں
data backup nahi tha is liye phone reset karne ke baad sab chala gaya,ڈیٹا بیک اپ نہیں تھا اس لیے فون ریسیٹ کرنے کے بعد سب چلا گیا
rozana backup leni chahiye warna emergency mein kaam nahi aata,روزانہ بیک اپ لینی چاہیے ورنہ ایمرجنسی میں کام نہیں آتا
cloud pe backup hai iska matlab sab devices pe same data rahega,کلاؤڈ پہ بیک اپ ہے اس کا مطلب سب ڈیوائسز پہ سیم ڈیٹا رہے گا
"pehle backup lo phir koi bhi change karo, yeh safe rehta hai",پہلے بیک اپ لو پھر کوئی بھی چینج کرو، یہ سیف رہتا ہے
"backup kitne time mein complete hogi, kafi data hai mere phone mein",بیک اپ کتنے ٹائم میں کمپلیٹ ہو گی، کافی ڈیٹا ہے میرے فون میں
"usne backup nahi li thi aur sab contacts erase ho gaye, bahut bura hua",اس نے بیک اپ نہیں لی تھی اور سب کانٹیکٹس ایریز ہو گئے، بہت برا ہوا
"wifi ka password bhool gaya, router reset karna padega ab shayad",وائی فائی کا پاسورڈ بھول گیا، روٹر ریسیٹ کرنا پڑے گا اب شاید
is area mein wifi nahi hai to apna data use karo filhaal,اس ایریا میں وائی فائی نہیں ہے تو اپنا ڈیٹا استعمال کرو فلحال
wifi itni slow hai ke kuch download bhi nahi ho raha theek se,وائی فائی اتنی سلو ہے کہ کچھ ڈاؤن لوڈ بھی نہیں ہو رہا ٹھیک سے
jab wifi aur mobile data dono ho to phone wifi prefer karta hai,جب وائی فائی اور موبائل ڈیٹا دونوں ہوں تو فون وائی فائی پریفر کرتا ہے
coffee shop ki wifi itni slow hai ke kaam nahi ho sakta uspe,کافی شاپ کی وائی فائی اتنی سلو ہے کہ کام نہیں ہو سکتا اس پہ
wifi band karo raat ko warna sab raat bhar phones use karte rahenge,وائی فائی بند کرو رات کو ورنہ سب رات بھر فونز استعمال کرتے رہیں گے
naye router se wifi ki range bhi badh gayi aur speed bhi,نئے روٹر سے وائی فائی کی رینج بھی بڑھ گئی اور سپیڈ بھی
"mera laptop charge nahi ho raha, charger check karo pehle",میرا لیپ ٹاپ چارج نہیں ہو رہا، چارجر چیک کرو پہلے
"laptop slow ho gaya hai, restart karo ya disk clean karo",لیپ ٹاپ سلو ہو گیا ہے، ری اسٹارٹ کرو یا ڈسک کلین کرو
office mein apna laptop lana padega kyun ke shared PC available nahi,آفس میں اپنا لیپ ٹاپ لانا پڑے گا کیونکہ شیئرڈ پی سی اویلیبل نہیں
"usne naya gaming laptop liya hai, bahut expensive tha lekin accha hai",اس نے نیا گیمنگ لیپ ٹاپ لیا ہے، بہت ایکسپینسیو تھا لیکن اچھا ہے
"laptop ki battery bahut jaldi khatam hoti hai, plug paas mein rakho",لیپ ٹاپ کی بیٹری بہت جلدی ختم ہوتی ہے، پلگ پاس میں رکھو
"yeh app bahut battery use karti hai, background mein band karo isko",یہ ایپ بہت بیٹری استعمال کرتی ہے، بیک گراؤنڈ میں بند کرو اسے
"nai app install ki hai jo expenses track karti hai, kafi useful hai",نئی ایپ انسٹال کی ہے جو ایکسپینسز ٹریک کرتی ہے، کافی یوزفل ہے
"is app ki rating bahut kam hai, koi aur dhundo kaam ke liye",اس ایپ کی ریٹنگ بہت کم ہے، کوئی اور ڈھونڈو کام کے لیے
app update aane ke baad se yeh theek se kaam nahi kar rahi,ایپ اپڈیٹ آنے کے بعد سے یہ ٹھیک سے کام نہیں کر رہی
